doi,satis,confirm,ideal,comp,handle,nocomp
2024-03-18,7,7,9,0,,1
2024-12-12,6,7,6,1,4,
38,8,6,6,0,,1
2024-09-04,8,6,6,0,,1
2024-01-26,8,6,6,0,,1
116,6,7,6,0,,1
2024-05-19,8,6,7,0,,1
350,7,7,7,1,8,
2024-08-25,7,5,6,0,,1
2024-05-17,9,8,8,0,,1
338,8,8,7,0,,1
2024-07-04,7,6,5,0,,1
277,6,7,6,0,,1
2024-04-11,8,6,7,0,,1
2024-02-09,7,8,7,0,,3
259,8,7,6,0,,1
84,10,7,7,0,,1
6,6,9,9,0,,1
2024-05-27,8,6,6,0,,1
349,7,7,7,0,,1
209,8,6,7,0,,1
2024-01-02,9,7,7,0,,1
106,8,6,6,0,,1
2024-06-13,9,7,9,0,,1
2024-05-17,9,7,8,0,,1
2024-07-13,9,8,8,0,,1
195,8,6,6,0,,1
29,8,6,6,0,,1
288,10,8,7,0,,1
259,10,7,8,0,,1
2024-03-08,7,6,6,0,,1
288,9,8,8,0,,1
2024-05-26,8,6,5,0,,1
2024-08-20,9,7,7,0,,1
2024-12-23,8,6,8,1,8,
2024-12-26,9,6,7,0,,1
0,7,10,7,0,,1
2024-01-17,8,6,7,0,,1
2024-03-22,9,8,7,1,7,
358,9,8,7,0,,1
2024-03-29,9,8,8,0,,1
2024-04-07,7,7,8,0,,1
2024-08-08,7,9,8,0,,1
2024-03-20,10,10,8,0,,1
2024-04-13,7,6,5,0,,1
276,9,8,8,0,,1
2024-12-08,7,8,9,0,,1
2024-06-02,7,7,8,0,,1
2024-04-14,9,10,9,0,,1
62,7,9,10,0,,1
2024-01-01,8,6,7,0,,1
177,10,9,10,0,,3
2024-06-04,10,10,9,0,,1
2024-09-03,9,8,6,0,,1
2024-02-06,7,7,8,0,,1
172,9,9,9,0,,1
24,9,7,8,0,,1
2024-12-02,10,8,7,0,,1
145,8,7,8,0,,1
82,9,8,8,0,,1
340,9,7,7,0,,1
2024-12-29,10,7,8,0,,1
2024-03-04,9,8,10,0,,1
320,9,9,9,0,,1
318,6,6,7,0,,1
267,7,7,8,1,7,
17,8,8,8,0,,1
2024-01-13,9,9,8,0,,1
9,9,9,8,0,,1
2024-01-11,9,9,9,0,,1
2024-01-23,9,9,9,1,9,
84,7,7,7,0,,3
353,9,9,9,0,,1
2024-02-22,9,9,8,0,,1
2024-10-25,9,9,9,0,,1
241,9,9,9,0,,1
2024-11-04,9,9,9,0,,1
91,9,9,9,0,,1
2024-09-16,9,9,9,0,,1
294,9,9,9,0,,1
2024-11-24,9,9,9,0,,1
2024-01-30,9,9,9,0,,1
255,8,9,7,0,,1
2024-04-05,9,8,9,0,,1
77,10,7,7,0,,1
98,9,10,10,0,,1
2024-09-18,7,9,9,0,,1
2024-10-10,9,8,8,0,,1
267,10,9,9,1,9,
2024-04-29,8,7,8,0,,1
161,6,9,10,0,,1
2024-03-26,8,8,7,0,,1
306,8,7,8,0,,1
2024-06-29,9,9,9,0,,1
349,10,7,9,0,,1
108,8,10,8,0,,1
224,9,7,7,0,,1
67,9,6,8,1,7,
2024-01-31,9,8,8,0,,1
2024-11-10,10,8,8,0,,1
20,9,7,7,0,,1
2024-09-11,9,7,7,0,,1
116,8,8,7,0,,1
2024-07-03,8,8,8,0,,1
2024-07-24,10,10,10,0,,1
110,9,8,9,0,,1
2024-10-29,9,9,10,0,,1
2024-03-24,10,8,9,0,,1
240,8,9,9,0,,1
2024-08-10,7,8,7,0,,1
2024-01-26,7,6,6,0,,1
190,7,7,7,0,,1
2024-05-24,8,8,8,0,,1
151,5,6,6,0,,1
2024-11-19,6,7,7,0,,1
2024-03-10,8,7,9,0,,1
2024-04-15,8,8,7,0,,1
2024-11-17,7,7,6,0,,3
2024-07-14,8,7,7,0,,1
2024-01-11,8,8,5,0,,1
2024-07-18,6,6,6,0,,3
2024-08-20,8,5,6,0,,3
2024-07-19,5,8,5,0,,3
2024-10-31,6,8,5,0,,1
192,7,5,7,0,,1
49,6,5,6,0,,1
2024-02-05,5,5,5,0,,3
29,7,7,2,0,,1
2024-02-10,8,7,5,0,,1
2024-04-25,8,7,7,0,,1
90,9,9,10,0,,1
2024-04-14,8,5,5,0,,1
2024-09-09,9,6,6,0,,3
2024-08-07,8,5,6,0,,3
2024-12-04,5,9,5,0,,1
2024-10-29,8,5,5,0,,1
2024-05-14,8,5,7,0,,3
128,7,6,5,0,,1
241,8,9,5,0,,3
2024-03-30,8,6,6,0,,3
2024-03-31,8,6,7,0,,3
2024-06-30,6,9,7,0,,3
273,9,9,1,0,,1
93,8,8,8,0,,1
2024-01-10,7,5,7,0,,3
134,5,5,5,0,,1
276,2,4,4,1,5,
250,9,5,5,0,,3
2024-02-27,7,8,7,0,,1
266,7,7,7,0,,3
66,6,5,6,1,7,
2024-09-16,8,9,9,0,,1
5,8,7,8,0,,1
2024-12-07,6,6,6,0,,1
232,1,1,1,1,1,
136,5,5,6,0,,1
352,8,8,8,1,8,
2024-09-13,9,8,8,0,,1
224,8,7,7,0,,1
355,9,10,7,0,,1
2024-01-06,7,7,6,1,4,
59,8,7,7,0,,2
2024-10-06,5,5,5,0,,1
2024-05-04,8,9,9,0,,1
150,7,7,5,1,7,
2024-01-12,7,7,7,0,,1
2024-12-02,6,6,5,1,8,
189,8,8,5,1,7,
301,8,8,5,0,,1
207,8,7,7,0,,1
2024-05-13,7,7,5,1,3,
47,10,9,9,0,,1
199,9,8,8,0,,1
124,7,8,6,1,6,
2024-01-25,8,8,7,0,,1
112,8,7,7,0,,1
2024-05-04,8,7,6,0,,3
2024-10-13,8,8,8,0,,1
2024-11-24,9,9,8,0,,1
2024-02-20,7,7,7,1,7,
364,8,7,8,0,,1
212,9,9,9,0,,1
330,7,7,7,0,,1
2024-10-14,8,7,7,0,,1
2024-03-19,8,7,7,0,,3
2024-09-16,7,7,7,0,,3
333,7,8,7,0,,1
2024-06-07,8,8,9,0,,1
2024-06-07,7,7,6,0,,3
316,7,7,6,0,,1
10,7,8,7,0,,3
2024-07-16,7,7,7,0,,3
2024-08-15,7,5,6,0,,3
177,8,7,7,0,,3
2024-07-26,6,5,5,0,,3
2024-05-19,7,6,6,0,,1
2024-03-14,8,9,7,0,,3
2024-11-09,8,7,7,0,,3
2024-09-08,3,6,5,0,,3
317,7,8,6,0,,3
2024-04-11,7,6,7,1,5,
2024-10-14,8,6,6,0,,3
37,7,6,6,0,,3
2024-02-26,6,7,6,0,,1
2024-06-17,6,8,8,0,,3
307,7,7,6,0,,3
2024-10-30,6,3,3,1,5,
2024-08-17,7,7,7,0,,1
2024-08-26,7,8,7,0,,3
2024-05-19,5,5,5,1,5,
346,7,6,7,0,,3
216,7,6,6,0,,3
2024-02-14,6,6,6,0,,3
301,8,7,7,0,,3
279,7,7,6,0,,3
2024-05-08,7,8,7,1,4,
2024-06-19,8,8,8,0,,3
102,7,7,6,0,,3
2024-01-01,6,7,6,0,,1
59,7,7,6,0,,3
295,7,7,7,0,,3
205,7,7,6,0,,3
2024-05-21,7,6,6,0,,2
2024-03-29,7,6,5,0,,3
18,7,6,6,0,,2
2024-07-09,8,7,8,0,,1
167,8,8,7,0,,1
2024-09-24,8,7,8,1,8,
2024-04-13,8,8,6,0,,1
2024-03-20,7,7,8,0,,1
2024-03-26,9,9,7,0,,1
2024-07-11,8,7,7,1,7,
2024-12-04,7,7,8,0,,1
2024-01-19,5,6,5,1,7,
2024-06-24,8,8,7,0,,1
89,8,7,7,0,,1
2024-10-13,7,7,7,1,7,
70,9,8,8,0,,1
2024-08-10,7,6,5,1,7,
169,9,8,9,0,,1
180,9,8,8,0,,1
31,7,6,6,0,,1
2024-12-08,9,8,8,0,,1
160,7,8,8,0,,1
2024-05-17,7,7,7,0,,1
2024-07-26,6,7,6,0,,1
261,8,6,6,0,,1
2024-11-14,8,6,6,0,,1
2024-03-21,8,7,7,1,8,
2024-06-22,9,7,7,0,,1
2024-09-19,8,8,7,1,7,
2024-03-03,7,8,7,0,,1
252,7,7,5,0,,3
348,7,8,8,0,,1
252,8,7,7,1,8,
218,9,8,8,0,,1
335,9,7,7,0,,1
2024-10-18,8,8,7,0,,1
2024-03-27,7,6,7,0,,3
285,6,5,6,0,,2
75,9,7,8,1,7,
2024-09-07,7,7,6,1,7,
294,5,6,6,0,,3
358,9,8,7,0,,1
176,8,9,7,0,,1
172,5,5,4,0,,3
332,6,6,6,0,,3
48,7,6,5,1,9,
2024-12-08,9,7,8,0,,1
104,7,7,7,0,,1
226,7,7,7,0,,1
2024-03-30,9,9,7,0,,1
2024-05-14,5,5,5,0,,1
2024-02-06,4,5,6,0,,1
144,9,7,9,0,,1
247,6,6,7,0,,1
2024-03-16,6,6,8,0,,1
363,7,6,6,1,6,
2024-05-11,7,8,8,0,,1
295,6,6,8,0,,1
2024-12-21,8,9,7,0,,1
2024-06-08,7,7,8,0,,1
96,7,6,9,0,,1
2024-01-04,6,6,5,0,,1
2024-04-04,7,8,6,0,,1
96,6,7,6,0,,1
2024-07-18,7,6,5,0,,1
341,7,9,6,0,,1
16,2,2,3,1,2,
152,7,7,7,1,7,
347,9,8,7,0,,1
185,6,6,7,0,,1
2024-09-04,7,7,7,0,,1
2024-11-14,6,7,6,0,,1
2024-04-30,7,6,7,0,,1
9,7,6,7,0,,1
2024-02-24,7,6,7,0,,1
2024-08-29,5,5,5,0,,3
313,6,5,6,0,,2
2024-04-25,8,9,9,0,,1
2024-01-01,8,8,8,0,,1
2024-01-20,7,7,8,0,,2
98,3,3,4,0,,2
2024-03-10,7,8,8,0,,1
2024-02-21,3,3,4,0,,4
48,5,7,7,0,,3
2024-03-27,6,6,7,0,,3
2024-10-16,5,6,5,0,,3
89,5,6,5,0,,4
312,6,6,5,0,,1
2024-07-18,6,6,5,0,,1
2024-02-27,7,8,6,0,,1
2024-02-24,7,8,6,0,,1
2024-04-08,5,8,8,0,,1
2024-11-26,7,8,6,0,,1
2024-09-19,6,5,6,0,,2
318,3,3,4,0,,4
78,6,6,6,0,,1
164,6,7,5,0,,3
221,5,7,7,0,,4
2024-09-08,5,5,5,0,,1
225,6,6,6,0,,1
9,8,8,8,1,8,
2024-04-11,4,4,4,0,,1
112,8,9,8,0,,1
258,10,8,10,0,,1
2024-08-12,10,8,10,0,,1
348,4,5,3,1,2,
2024-12-06,10,8,10,0,,1
289,10,9,10,0,,1
2024-03-03,5,4,4,1,4,
175,10,8,10,0,,1
2024-11-18,6,6,6,0,,1
2024-12-22,4,3,3,1,4,
2024-03-28,9,7,7,0,,3
2024-04-04,7,5,6,1,5,
2024-07-29,8,8,8,0,,1
2024-02-11,8,7,7,1,5,
2024-10-30,8,6,8,0,,1
2024-10-25,9,9,8,0,,1
216,7,6,7,0,,1
185,6,5,5,1,5,
2024-10-06,5,6,5,1,4,
2024-04-21,8,8,8,0,,1
2024-03-25,6,4,4,1,5,
88,8,9,7,0,,3
189,8,7,7,1,4,
314,8,7,6,0,,1
2024-10-04,8,7,7,0,,1
75,8,9,7,0,,1
2024-10-04,8,8,9,0,,1
66,8,8,8,0,,1
229,7,8,7,0,,1
2024-08-06,7,7,7,0,,1
2024-02-09,9,9,8,0,,1
271,8,8,8,0,,1
144,7,8,8,0,,1
2024-09-28,8,7,8,0,,1
2024-07-15,8,7,8,0,,1
2024-06-15,8,8,9,0,,1
2024-09-01,7,7,7,0,,1
355,7,6,7,0,,1
316,8,7,8,0,,1
151,8,7,8,0,,1
171,7,9,9,0,,1
2024-02-09,8,8,7,0,,1
2024-02-16,5,4,4,1,4,
2024-04-25,7,7,7,1,7,
71,7,8,9,0,,1
2024-01-11,6,6,,0,,1
204,8,8,7,0,,1
2024-09-18,5,5,4,1,6,
326,8,7,7,0,,1
119,8,8,8,0,,1
348,8,8,8,1,6,
289,5,4,4,1,6,
36,2,1,4,1,4,
43,7,8,8,0,,1
2024-04-19,9,7,5,0,,1
52,6,6,5,1,5,
297,8,8,7,0,,1
2024-08-23,4,4,4,1,4,
2024-10-12,6,5,4,1,3,
2024-12-23,9,9,9,0,,1
2024-07-18,7,6,6,0,,1
2024-10-16,6,6,6,0,,1
2024-04-30,6,7,6,0,,1
98,10,9,9,0,,1
132,6,7,7,0,,1
2024-01-02,6,7,5,0,,1
337,10,10,9,0,,1
2024-08-13,8,8,8,0,,1
2024-04-23,8,8,8,0,,1
2024-09-13,8,8,8,0,,1
209,7,7,7,0,,1
281,4,5,4,1,2,
2024-02-19,7,8,8,0,,1
2024-05-11,8,7,7,0,,1
143,9,8,8,0,,1
321,7,7,7,0,,1
83,8,9,9,0,,1
183,9,8,7,0,,1
301,8,7,8,0,,1
227,8,9,9,0,,1
2024-08-21,8,7,8,0,,1
121,7,6,7,1,7,
2024-09-26,8,8,8,0,,1
254,5,6,5,1,5,
98,8,8,8,1,7,
2024-04-02,9,8,8,0,,1
167,9,8,8,0,,1
197,7,7,7,0,,1
2024-04-26,7,7,6,1,7,
357,9,9,9,0,,1
2024-12-09,8,8,7,0,,1
2024-10-04,7,7,6,0,,1
358,9,8,9,0,,1
230,8,8,8,0,,1
2024-03-19,9,8,8,0,,1
64,8,9,9,0,,1
86,7,8,8,0,,1
2024-08-25,6,6,6,0,,1
199,7,7,9,0,,1
284,7,7,7,0,,1
2024-04-04,8,8,8,0,,1
2024-12-16,9,8,9,0,,1
2024-01-10,5,6,6,0,,1
2024-03-30,8,6,7,0,,1
53,6,5,6,1,5,
2024-12-28,6,8,8,0,,1
193,6,6,6,1,5,
2024-09-02,7,8,9,0,,1
2024-10-07,7,7,6,1,6,
2024-10-28,7,7,8,0,,2
299,7,7,6,0,,1
231,6,6,6,0,,2
2024-09-12,7,7,7,0,,4
2024-08-08,7,7,7,0,,1
2024-12-02,7,8,8,0,,1
2024-10-16,7,7,2,0,,1
2024-03-16,8,9,8,0,,1
236,7,7,8,0,,1
227,8,7,7,0,,1
2024-03-03,6,7,7,0,,1
361,2,2,3,1,1,
2024-06-07,6,7,7,0,,1
73,8,6,6,0,,4
258,6,7,6,0,,1
339,6,5,5,0,,3
194,4,5,5,0,,3
319,7,7,8,0,,3
2024-10-09,7,8,8,0,,1
88,8,9,8,0,,1
2024-11-21,8,8,8,0,,1
269,6,5,6,0,,1
2,3,4,5,1,3,
301,7,7,6,0,,1
37,8,8,9,0,,1
12,8,8,8,0,,1
2024-11-12,8,8,8,0,,1
86,8,7,9,0,,1
2024-07-30,4,2,2,0,,2
2024-03-10,6,5,4,0,,4
76,10,9,8,1,9,
173,6,5,8,0,,1
2024-09-29,8,8,9,0,,1
2024-04-23,5,5,7,1,5,
112,8,9,8,0,,1
2024-08-11,9,8,8,0,,1
47,8,8,8,0,,1
300,8,8,7,0,,1
264,5,7,8,1,5,
2024-02-26,9,9,9,0,,1
2024-08-04,9,8,9,0,,1
185,6,7,7,1,6,
276,7,7,5,1,4,
2024-04-08,7,7,7,0,,3
25,5,5,7,1,4,
197,2,5,7,1,8,
2024-06-29,9,8,9,0,,1
2024-11-07,10,8,8,1,9,
284,8,8,7,1,8,
124,7,7,7,0,,1
135,7,8,7,1,8,
301,8,8,9,0,,1
5,3,5,5,1,3,
218,7,8,8,0,,1
347,5,7,5,1,3,
2024-12-18,10,10,10,0,,1
354,10,10,10,1,10,
2024-12-17,7,8,6,0,,3
329,9,8,8,0,,1
2024-08-13,8,8,8,0,,1
2024-05-18,6,7,7,0,,1
15,8,8,8,0,,1
2024-01-27,9,8,8,0,,1
2024-03-29,9,8,9,0,,1
2024-12-27,1,7,7,1,8,
80,6,7,4,1,6,
2024-02-19,4,4,4,1,4,
2024-01-08,9,9,8,1,10,
251,8,9,8,0,,1
142,7,7,7,0,,1
320,10,8,8,0,,1
79,9,8,9,0,,1
168,10,8,9,0,,1
2024-08-27,8,8,7,0,,1
327,7,7,8,0,,1
189,9,8,7,0,,1
2024-11-24,7,7,8,0,,1
343,9,9,8,1,8,
2024-01-04,8,9,8,0,,3
2024-03-23,9,9,8,0,,1
2024-02-05,10,9,10,0,,3
2024-10-21,10,9,10,0,,1
273,9,7,7,0,,1
2024-04-26,8,8,8,0,,3
127,7,7,6,0,,1
2024-10-13,7,6,7,0,,3
2024-11-16,5,5,4,1,5,
12,7,7,7,1,7,
196,2,3,2,1,8,
2024-08-04,7,7,5,0,,1
2024-05-06,10,8,10,0,,1
2024-12-15,10,10,10,0,,1
2024-09-30,9,8,8,0,,1
319,10,8,10,0,,1
46,10,8,9,0,,1
2024-01-05,10,8,9,0,,1
2024-09-04,10,8,10,0,,1
2024-05-08,10,9,10,0,,1
2024-09-20,10,8,10,0,,1
2024-07-22,10,8,10,0,,1
2024-08-16,10,8,10,0,,1
2024-06-16,8,7,8,0,,1
150,6,7,7,1,6,
251,7,8,7,0,,1
75,6,8,8,0,,1
2024-12-17,6,8,8,0,,1
70,6,6,6,0,,1
31,7,7,7,0,,1
2024-11-03,6,7,8,0,,1
347,7,9,8,0,,1
2024-03-27,7,6,7,1,4,
2024-04-29,7,7,7,0,,1
2024-12-03,9,8,7,0,,1
2024-08-23,7,8,7,0,,1
165,7,7,8,0,,1
2024-04-30,8,8,8,0,,1
107,8,8,8,0,,1
173,7,7,9,0,,1
2024-06-27,7,8,8,0,,1
9,7,8,8,0,,1
2024-08-31,8,8,8,0,,1
2024-04-01,8,7,8,0,,1
2024-04-02,8,8,8,0,,1
2024-07-08,8,8,9,0,,1
2024-11-01,7,7,7,0,,1
2024-08-16,8,7,8,0,,1
223,7,7,8,1,6,
2024-03-10,9,8,9,0,,1
40,8,8,9,0,,1
361,2,3,5,1,2,
2024-08-13,6,5,5,0,,2
41,2,2,2,0,,2
2024-09-20,6,6,5,0,,1
2024-04-06,6,5,6,1,6,
58,8,7,10,0,,1
2024-01-02,8,9,7,0,,1
197,8,7,7,0,,1
252,6,7,6,1,6,
2024-10-31,5,5,5,0,,1
35,7,6,5,1,7,
360,10,10,10,0,,1
236,7,6,6,0,,1
98,7,6,5,0,,2
147,8,7,9,0,,1
79,7,8,8,0,,1
2024-11-15,7,6,7,0,,1
263,8,8,7,0,,1
358,6,5,6,1,4,
2024-09-28,5,6,6,0,,3
283,7,7,7,0,,1
237,6,6,6,0,,1
2024-12-03,8,7,7,0,,3
243,7,7,6,1,6,
206,7,7,4,1,7,
2024-10-29,6,7,9,0,,2
163,8,9,8,0,,1
273,8,8,8,0,,2
2024-05-26,7,7,6,0,,1
2024-10-03,7,7,6,1,7,
2024-08-01,9,8,9,1,10,
237,8,8,8,0,,3
181,9,7,6,0,,1
196,9,7,6,0,,2
74,8,8,9,0,,1
145,8,9,8,0,,2
137,7,10,6,0,,3
254,8,8,8,1,8,
128,6,6,6,0,,1
242,8,8,8,0,,1
2024-04-06,8,7,7,0,,1
119,6,6,6,0,,1
309,7,7,6,0,,1
92,7,7,6,0,,1
265,5,4,5,0,,3
320,6,5,5,0,,1
74,6,7,6,0,,4
142,3,4,4,0,,3
122,8,9,8,0,,1
185,8,9,8,0,,1
194,9,5,9,0,,1
52,8,6,9,0,,1
2024-02-13,8,6,9,0,,1
2024-03-02,7,9,8,0,,1
2024-06-25,7,7,6,0,,1
2024-11-29,6,6,9,0,,1
2024-02-11,4,4,5,1,7,
2024-10-29,2,1,5,1,2,
294,5,3,5,1,5,
201,6,7,6,0,,1
120,8,8,8,0,,1
2024-12-30,8,7,7,0,,1
2024-01-03,8,7,8,0,,1
2024-01-14,5,6,6,0,,1
61,8,6,9,0,,3
265,5,5,5,0,,1
2024-02-18,7,7,7,0,,1
174,7,7,6,0,,4
2024-12-30,6,6,7,0,,1
200,7,8,8,0,,1
276,9,9,9,0,,1
51,6,7,7,0,,1
2024-06-04,8,9,8,0,,1
2024-09-16,8,8,6,0,,3
2024-04-09,7,6,6,0,,1
2024-03-24,4,3,4,0,,3
2024-04-30,8,5,7,0,,1
2024-12-17,9,8,9,0,,1
2024-10-28,7,9,8,0,,1
2024-03-29,8,7,9,0,,1
268,9,9,8,1,7,
2024-12-10,8,8,9,0,,1
2024-07-08,8,7,7,0,,3
279,9,10,8,0,,1
96,6,4,5,0,,2
2024-01-12,7,9,8,0,,1
133,8,6,6,0,,1
2024-09-22,7,5,7,0,,1
2024-07-16,8,9,7,0,,1
2024-07-08,6,6,6,0,,3
2024-12-22,8,6,6,0,,1
120,7,8,6,0,,1
261,6,6,6,0,,1
214,5,5,5,0,,4
2024-10-14,9,8,7,0,,1
2024-03-07,8,9,7,0,,2
2024-07-16,6,8,7,1,10,
2024-02-28,7,7,9,0,,1
2024-03-08,4,6,4,1,6,
160,5,5,4,1,6,
2024-08-24,8,9,7,0,,1
334,7,8,7,0,,1
2024-08-22,7,8,8,0,,1
166,8,8,7,0,,1
129,8,9,8,0,,1
2024-05-29,7,7,6,0,,1
359,7,7,8,0,,1
2024-09-11,7,8,7,0,,1
2024-07-13,7,8,8,0,,1
206,8,8,7,0,,1
2024-03-27,9,9,7,0,,1
2024-06-26,9,8,7,0,,1
261,8,8,9,0,,1
43,7,7,5,0,,1
2024-06-15,7,6,5,0,,1
333,9,8,8,0,,1
75,9,9,7,0,,1
108,7,7,7,0,,1
2024-11-09,6,5,4,0,,3
2024-05-27,7,7,8,0,,1
2024-06-12,5,5,5,0,,3
2024-01-10,8,7,7,0,,1
288,6,6,5,0,,1
2024-11-13,7,6,5,0,,1
2024-12-24,9,7,6,0,,1
108,7,6,7,0,,1
198,7,6,5,0,,1
301,7,6,5,0,,1
2024-07-02,7,7,7,0,,1
2024-01-11,8,7,6,0,,1
232,5,5,5,0,,1
2024-02-04,7,7,7,0,,1
205,5,5,5,0,,1
2024-07-12,8,7,7,0,,2
352,10,9,10,0,,1
2024-03-25,3,3,3,1,5,
95,2,2,7,1,2,
2024-08-13,8,9,8,1,9,
2024-04-21,7,7,6,0,,3
246,10,10,10,0,,1
2024-06-15,10,10,10,0,,1
93,8,8,8,0,,1
331,10,10,10,0,,1
284,10,10,9,1,10,
2024-03-02,10,10,10,0,,1
2024-07-05,10,10,8,0,,1
14,9,9,8,1,10,
245,10,10,10,0,,1
90,8,9,9,0,,1
2024-03-19,10,10,9,0,,1
120,10,10,10,0,,1
2024-01-03,10,10,10,0,,1
14,10,10,10,0,,1
2024-03-05,10,9,9,0,,1
279,10,10,10,0,,1
109,10,10,10,0,,1
2024-03-13,8,8,8,0,,1
2024-02-06,10,10,10,0,,1
329,10,10,10,0,,1
2024-03-20,10,10,10,0,,1
137,10,10,10,0,,1
83,10,10,10,0,,1
2024-01-05,10,10,10,0,,1
137,10,10,10,0,,1
2024-11-04,10,10,10,0,,1
2024-02-04,9,9,9,1,9,
2024-12-06,10,10,10,0,,1
141,5,5,5,0,,2
48,8,8,7,0,,1
183,8,9,8,0,,1
43,6,8,9,0,,1
2024-01-31,7,6,6,0,,3
23,7,6,7,0,,1
23,7,6,7,0,,1
2024-02-18,7,9,8,0,,1
2024-06-20,2,5,1,0,,3
2024-12-14,9,7,8,0,,3
130,5,5,5,0,,1
2024-12-05,8,9,10,0,,1
210,7,6,7,0,,1
2024-02-02,7,6,7,0,,1
2024-09-19,7,7,6,1,7,
120,7,6,8,0,,1
2024-06-27,8,7,7,0,,1
165,5,4,5,0,,3
293,7,7,7,0,,1
2024-08-26,7,6,9,0,,1
2024-11-09,8,7,9,0,,1
2024-05-02,6,7,7,0,,1
2024-02-06,6,6,7,0,,1
2024-06-28,8,6,7,0,,1
57,7,7,6,0,,1
2024-04-23,7,7,8,0,,1
2024-01-30,8,7,8,0,,1
2024-06-23,8,7,7,0,,1
54,8,8,8,0,,1
113,8,8,8,0,,1
37,5,6,5,1,6,
213,8,8,8,0,,1
226,7,7,8,0,,1
123,8,8,7,0,,1
304,7,6,7,0,,1
58,8,7,7,0,,1
107,8,8,8,0,,1
362,9,9,8,0,,1
2024-01-30,7,8,6,0,,1
2024-06-04,8,8,8,0,,1
325,7,6,6,0,,3
2024-03-07,6,6,7,0,,2
2024-03-26,6,6,4,0,,1
2024-08-13,8,8,7,0,,1
142,8,8,8,0,,1
2024-02-04,6,6,6,0,,1
110,8,8,7,0,,1
82,5,4,5,0,,1
2024-03-24,9,8,8,0,,1
2024-06-17,7,5,8,0,,2
227,9,6,7,0,,1
2024-09-22,8,8,8,0,,1
2024-10-07,4,6,7,0,,2
2024-08-28,8,6,7,0,,1
359,8,9,9,0,,1
2024-12-14,8,8,9,0,,1
2024-10-23,3,3,4,0,,2
2024-03-12,6,7,5,0,,1
199,7,8,8,0,,1
2024-02-24,8,8,8,0,,1
36,5,7,7,0,,3
2024-01-22,7,7,9,0,,1
362,8,8,9,0,,1
287,5,6,5,0,,3
2024-12-15,10,9,10,0,,1
2024-06-05,9,9,9,0,,1
2024-04-08,7,7,8,0,,1
2024-01-25,7,8,8,0,,1
2024-07-08,8,8,8,0,,1
2024-05-23,6,6,5,0,,1
148,7,7,8,0,,1
2024-11-10,8,9,9,0,,1
30,5,5,6,0,,1
2024-10-30,8,8,8,0,,1
333,7,8,6,0,,1
23,6,7,6,0,,2
2024-08-02,9,8,8,0,,1
2024-09-27,5,8,8,0,,1
346,7,8,8,0,,1
189,6,6,7,0,,1
273,6,8,6,0,,1
68,6,6,7,0,,2
252,7,7,6,0,,3
2024-11-20,8,6,6,0,,1
137,5,5,5,0,,3
2024-03-18,8,8,8,0,,1
341,8,9,8,0,,1
2024-01-16,9,9,7,0,,1
2024-05-26,6,7,5,0,,1
2024-11-16,3,3,4,0,,2
68,6,5,5,0,,1
2024-04-22,5,7,7,0,,3
2024-12-21,8,7,7,0,,1
347,4,5,5,0,,3
304,5,5,5,0,,3
115,6,6,7,0,,1
2024-01-28,6,6,5,0,,1
158,7,7,10,0,,1
345,9,8,7,0,,1
2024-06-06,7,8,7,0,,1
113,8,8,9,0,,1
93,8,9,9,0,,1
2024-05-10,7,7,8,0,,1
2024-01-06,9,8,7,0,,1
2024-12-30,10,8,9,0,,1
2024-12-11,7,10,9,0,,1
270,3,3,3,0,,1
316,6,6,6,0,,1
2024-02-11,9,7,9,0,,1
352,7,8,8,0,,1
177,9,9,8,0,,1
195,6,7,6,0,,1
80,9,6,9,0,,1
2024-06-28,7,8,7,0,,1
291,7,7,6,0,,1
2024-07-07,6,6,6,0,,1
70,5,5,5,0,,3
149,8,7,7,0,,1
172,7,7,7,0,,1
2024-02-16,10,10,10,0,,1
2024-03-22,10,10,10,0,,1
2024-09-25,8,8,9,0,,1
4,7,7,6,0,,1
311,7,6,7,0,,1
2024-03-23,7,9,7,0,,1
2024-07-27,4,6,7,0,,1
2024-03-04,7,8,8,0,,1
58,4,6,7,0,,1
2024-04-10,8,7,9,0,,1
329,4,3,5,0,,1
2024-09-08,5,7,7,0,,1
2024-09-24,8,8,7,0,,1
2024-08-08,6,8,7,0,,1
2024-10-24,4,3,5,0,,1
95,7,8,6,1,6,
317,5,7,7,0,,1
205,7,6,7,0,,1
2024-03-15,5,8,8,0,,1
121,5,6,5,0,,1
18,6,6,5,0,,1
2024-04-03,6,6,5,0,,1
46,8,7,7,0,,1
2024-11-13,8,7,7,0,,1
2024-12-17,8,7,10,0,,1
2024-03-15,7,8,6,0,,1
2024-02-17,8,7,8,0,,1
2024-01-16,7,8,6,0,,1
2024-10-25,7,6,7,0,,1
2024-12-16,6,9,5,0,,1
2024-05-09,7,7,6,0,,1
325,8,9,7,0,,1
141,6,7,6,0,,1
97,7,8,6,0,,1
2024-03-03,8,7,9,0,,1
2024-01-22,7,7,7,0,,1
284,7,7,7,0,,1
2024-09-20,8,7,9,0,,1
100,8,7,7,0,,1
74,8,10,10,0,,1
2024-03-14,6,7,6,0,,1
144,5,5,5,0,,1
2024-05-14,6,8,6,0,,1
2024-08-28,6,6,9,0,,1
2024-03-08,8,9,9,0,,1
2024-12-12,9,9,9,0,,1
2024-03-11,8,9,9,0,,1
